date,value
1992-01-01,100.99342830602247
1992-02-01,102.27347139765763
1992-03-01,105.72550409512358
1992-04-01,108.19605971281605
1992-05-01,104.06182026947553
1992-06-01,102.28172608610164
1992-07-01,103.45842563101478
1992-08-01,99.38486945830581
1992-09-01,95.1309242092079
1992-10-01,96.53512008717193
1992-11-01,95.24303759545288
1992-12-01,97.11854049285948
1993-01-01,101.08392454313206
1993-02-01,99.32343951068441
1993-03-01,101.58029135389613
1993-04-01,104.62542494151805
1993-05-01,103.10446477825334
1993-06-01,103.97849466519054
1993-07-01,99.08395184895758
1993-08-01,95.62539259732942
1993-09-01,99.60117051892091
1993-10-01,95.59844739902692
1993-11-01,96.90492939045365
1993-12-01,95.8005036275731
1994-01-01,100.11123455094963
1994-02-01,103.97184517941973
1994-03-01,103.32813986407758
1994-04-01,107.10139603669134
1994-05-01,104.5288496390846
1994-06-01,103.36661250041345
1994-07-01,100.29658677554121
1994-08-01,102.75455636901788
1994-09-01,97.24287853160195
1994-10-01,94.53457814208821
1994-11-01,99.01496280528418
1994-12-01,96.80831270005795
1995-01-01,102.21772719000951
1995-02-01,100.43065975224044
1995-03-01,103.57375492112533
1995-04-01,107.34372247173825
1995-05-01,107.80706017891302
1995-06-01,104.89273656237995
1995-07-01,101.86870343522351
1995-08-01,99.04779260882142
1995-09-01,94.91282900034297
1995-10-01,95.81031158321058
1995-11-01,97.04859543915822
1995-12-01,101.96424445243782
1996-01-01,103.08723657913693
1996-02-01,101.42391968927453
1996-03-01,107.47829495771178
1996-04-01,106.77983543916736
1996-05-01,105.57628301831028
1996-06-01,106.37335257768174
1996-07-01,104.76199904499191
1996-08-01,102.11256023823238
1996-09-01,96.79143793463254
1996-10-01,97.23157524829756
1996-11-01,99.23239984388493
1996-12-01,102.40109025424472
1997-01-01,102.04165152430939
1997-02-01,105.17868204667235
1997-03-01,105.21745707091011
1997-04-01,105.75758675183866
1997-05-01,109.1551786637106
1997-06-01,108.46248005714165
1997-07-01,103.15597975683932
1997-08-01,102.85706579578405
1997-09-01,99.79314503117308
1997-10-01,97.15976049078975
1997-11-01,99.89266419209463
1997-12-01,104.12607313293195
1998-01-01,103.52834792178008
1998-02-01,109.279287311628
1998-03-01,102.7906368107427
1998-04-01,110.39380500875045
1998-05-01,108.30422115539854
1998-06-01,105.75198529906825
1998-07-01,104.08352155307104
1998-08-01,97.47486217079823
1998-09-01,99.23052920540277
1998-10-01,99.7642251430235
1998-11-01,102.72566107056082
1998-12-01,100.61345956345272
1999-01-01,102.58301279421362
1999-02-01,105.74648591283092
1999-03-01,110.46093125432633
1999-04-01,110.00750221931936
1999-05-01,107.67060661138812
1999-06-01,107.97653486622671
1999-07-01,104.69415509869607
1999-08-01,103.98728998106579
1999-09-01,98.8657667933231
1999-10-01,98.99467570680447
1999-11-01,99.58565667481349
1999-12-01,99.32297010373577
2000-01-01,105.39224055412913
2000-02-01,107.87211054435974
2000-03-01,109.24035393220711
2000-04-01,109.4808257332497
2000-05-01,106.49938553482136
2000-06-01,106.70870935446928
2000-07-01,104.41457096694648
2000-08-01,101.04544546155678
2000-09-01,100.54730155774578
2000-10-01,101.05810171362907
2000-11-01,104.74224478349886
2000-12-01,103.19915562566365
2001-01-01,105.91510078144552
2001-02-01,107.80110816846764
2001-03-01,105.99258458832412
2001-04-01,110.49697224910156
2001-05-01,110.05058743880424
2001-06-01,113.07648422497059
2001-07-01,105.31527807043778
2001-08-01,103.85309468466721
2001-09-01,101.4004494416673
2001-10-01,98.51264392476094
2001-11-01,103.85551861010785
2001-12-01,104.95386606537352
2002-01-01,107.58206389408605
2002-02-01,106.73122509041052
2002-03-01,113.23571564079438
2002-04-01,108.34629787441544
2002-05-01,111.70384120652274
2002-06-01,113.13091125161998
2002-07-01,104.31892734973862
2002-08-01,102.71740454079443
2002-09-01,102.26917571125311
2002-10-01,100.4430486917676
2002-11-01,99.06854611894553
2002-12-01,104.18712594961205
2003-01-01,104.47539257254782
2003-02-01,110.09718486127034
2003-03-01,109.19127855045458
2003-04-01,114.84986881003508
2003-05-01,109.56362043424971
2003-06-01,108.70587696758861
2003-07-01,108.52703443473938
2003-08-01,101.9882713671321
2003-09-01,103.12479285028606
2003-10-01,104.66428550856486
2003-11-01,99.55490651195535
2003-12-01,105.01926771706458
2004-01-01,107.71976558849684
2004-02-01,111.31364574355462
2004-03-01,109.156225597166
2004-04-01,109.70908677383144
2004-05-01,112.77401015015602
2004-06-01,110.54396934646638
2004-07-01,108.00098570069176
2004-08-01,105.742896418994
2004-09-01,101.90982353792084
2004-10-01,103.11450739432202
2004-11-01,103.95601792767516
2004-12-01,103.82129716394726
2005-01-01,111.53154902228945
2005-02-01,111.29766584182354
2005-03-01,109.8475200245169
2005-04-01,114.26310721726766
2005-05-01,110.38076367846755
2005-06-01,112.12416920748494
2005-07-01,110.41719115801483
2005-08-01,104.0086353632966
2005-09-01,105.7966252395665
2005-10-01,104.075561853873
2005-11-01,105.6139933010668
2005-12-01,109.64358596530792
2006-01-01,107.90922376799425
2006-02-01,109.44252767128502
2006-03-01,111.05109815967116
2006-04-01,111.91837943006912
2006-05-01,112.775923600094
2006-06-01,111.83230394963331
2006-07-01,109.25338159866011
2006-08-01,107.9043664980721
2006-09-01,104.49587676483364
2006-10-01,106.75706815431462
2006-11-01,104.0405593146019
2006-12-01,111.89033833317924
2007-01-01,110.25133469553003
2007-02-01,109.8356848871674
2007-03-01,111.28834202279995
2007-04-01,115.11494483048638
2007-05-01,113.08320144827053
2007-06-01,113.17800098818422
2007-07-01,110.24647524914712
2007-08-01,106.7043421746862
2007-09-01,103.37628554494101
2007-10-01,101.42030555062827
2007-11-01,104.27684307694378
2007-12-01,108.76279758864692
2008-01-01,110.02818748826039
2008-02-01,109.65852244257603
2008-03-01,114.37648887062454
2008-04-01,115.52063475945768
